emoji,name,group,sub_group,codepoints
⏯️,play or pause button,Symbols,av-symbol,23EF FE0F
⏯,play or pause button,Symbols,av-symbol,23EF
◀️,reverse button,Symbols,av-symbol,25C0 FE0F
◀,reverse button,Symbols,av-symbol,25C0
⏪,fast reverse button,Symbols,av-symbol,23EA
⏮️,last track button,Symbols,av-symbol,23EE FE0F
⏮,last track button,Symbols,av-symbol,23EE
🔼,upwards button,Symbols,av-symbol,1F53C
⏫,fast up button,Symbols,av-symbol,23EB
🔽,downwards button,Symbols,av-symbol,1F53D
⏬,fast down button,Symbols,av-symbol,23EC
⏸️,pause button,Symbols,av-symbol,23F8 FE0F
⏸,pause button,Symbols,av-symbol,23F8
⏹️,stop button,Symbols,av-symbol,23F9 FE0F
⏹,stop button,Symbols,av-symbol,23F9
⏺️,record button,Symbols,av-symbol,23FA FE0F
⏺,record button,Symbols,av-symbol,23FA
⏏️,eject button,Symbols,av-symbol,23CF FE0F
⏏,eject button,Symbols,av-symbol,23CF
🎦,cinema,Symbols,av-symbol,1F3A6
🔅,dim button,Symbols,av-symbol,1F505
🔆,bright button,Symbols,av-symbol,1F506
📶,antenna bars,Symbols,av-symbol,1F4F6
📳,vibration mode,Symbols,av-symbol,1F4F3
📴,mobile phone off,Symbols,av-symbol,1F4F4
♀️,female sign,Symbols,gender,2640 FE0F
♀,female sign,Symbols,gender,2640
♂️,male sign,Symbols,gender,2642 FE0F
♂,male sign,Symbols,gender,2642
⚧️,transgender symbol,Symbols,gender,26A7 FE0F
⚧,transgender symbol,Symbols,gender,26A7
✖️,multiply,Symbols,math,2716 FE0F
✖,multiply,Symbols,math,2716
➕,plus,Symbols,math,2795
➖,minus,Symbols,math,2796
➗,divide,Symbols,math,2797
♾️,infinity,Symbols,math,267E FE0F
♾,infinity,Symbols,math,267E
‼️,double exclamation mark,Symbols,punctuation,203C FE0F
‼,double exclamation mark,Symbols,punctuation,203C
⁉️,exclamation question mark,Symbols,punctuation,2049 FE0F
⁉,exclamation question mark,Symbols,punctuation,2049
❓,red question mark,Symbols,punctuation,2753
❔,white question mark,Symbols,punctuation,2754
❕,white exclamation mark,Symbols,punctuation,2755
❗,red exclamation mark,Symbols,punctuation,2757
〰️,wavy dash,Symbols,punctuation,3030 FE0F
〰,wavy dash,Symbols,punctuation,3030
💱,currency exchange,Symbols,currency,1F4B1
💲,heavy dollar sign,Symbols,currency,1F4B2
⚕️,medical symbol,Symbols,other-symbol,2695 FE0F
⚕,medical symbol,Symbols,other-symbol,2695
♻️,recycling symbol,Symbols,other-symbol,267B FE0F
♻,recycling symbol,Symbols,other-symbol,267B
⚜️,fleur-de-lis,Symbols,other-symbol,269C FE0F
⚜,fleur-de-lis,Symbols,other-symbol,269C
🔱,trident emblem,Symbols,other-symbol,1F531
📛,name badge,Symbols,other-symbol,1F4DB
🔰,Japanese symbol for beginner,Symbols,other-symbol,1F530
⭕,hollow red circle,Symbols,other-symbol,2B55
✅,check mark button,Symbols,other-symbol,2705
☑️,check box with check,Symbols,other-symbol,2611 FE0F
☑,check box with check,Symbols,other-symbol,2611
✔️,check mark,Symbols,other-symbol,2714 FE0F
✔,check mark,Symbols,other-symbol,2714
❌,cross mark,Symbols,other-symbol,274C
❎,cross mark button,Symbols,other-symbol,274E
➰,curly loop,Symbols,other-symbol,27B0
➿,double curly loop,Symbols,other-symbol,27BF
〽️,part alternation mark,Symbols,other-symbol,303D FE0F
〽,part alternation mark,Symbols,other-symbol,303D
✳️,eight-spoked asterisk,Symbols,other-symbol,2733 FE0F
✳,eight-spoked asterisk,Symbols,other-symbol,2733
✴️,eight-pointed star,Symbols,other-symbol,2734 FE0F
✴,eight-pointed star,Symbols,other-symbol,2734
❇️,sparkle,Symbols,other-symbol,2747 FE0F
❇,sparkle,Symbols,other-symbol,2747
©️,copyright,Symbols,other-symbol,00A9 FE0F
©,copyright,Symbols,other-symbol,00A9
®️,registered,Symbols,other-symbol,00AE FE0F
®,registered,Symbols,other-symbol,00AE
™️,trade mark,Symbols,other-symbol,2122 FE0F
™,trade mark,Symbols,other-symbol,2122
#️⃣,#,Symbols,keycap,0023 FE0F 20E3
#⃣,#,Symbols,keycap,0023 20E3
*️⃣,keycap: *,Symbols,keycap,002A FE0F 20E3
*⃣,keycap: *,Symbols,keycap,002A 20E3
0️⃣,keycap: 0,Symbols,keycap,0030 FE0F 20E3
0⃣,keycap: 0,Symbols,keycap,0030 20E3
1️⃣,keycap: 1,Symbols,keycap,0031 FE0F 20E3
1⃣,keycap: 1,Symbols,keycap,0031 20E3
2️⃣,keycap: 2,Symbols,keycap,0032 FE0F 20E3
2⃣,keycap: 2,Symbols,keycap,0032 20E3
3️⃣,keycap: 3,Symbols,keycap,0033 FE0F 20E3
3⃣,keycap: 3,Symbols,keycap,0033 20E3
4️⃣,keycap: 4,Symbols,keycap,0034 FE0F 20E3
4⃣,keycap: 4,Symbols,keycap,0034 20E3
5️⃣,keycap: 5,Symbols,keycap,0035 FE0F 20E3
5⃣,keycap: 5,Symbols,keycap,0035 20E3
6️⃣,keycap: 6,Symbols,keycap,0036 FE0F 20E3
6⃣,keycap: 6,Symbols,keycap,0036 20E3
7️⃣,keycap: 7,Symbols,keycap,0037 FE0F 20E3
7⃣,keycap: 7,Symbols,keycap,0037 20E3
8️⃣,keycap: 8,Symbols,keycap,0038 FE0F 20E3
8⃣,keycap: 8,Symbols,keycap,0038 20E3
9️⃣,keycap: 9,Symbols,keycap,0039 FE0F 20E3
9⃣,keycap: 9,Symbols,keycap,0039 20E3
🔟,keycap: 10,Symbols,keycap,1F51F
🔠,input latin uppercase,Symbols,alphanum,1F520
🔡,input latin lowercase,Symbols,alphanum,1F521
🔢,input numbers,Symbols,alphanum,1F522
🔣,input symbols,Symbols,alphanum,1F523
🔤,input latin letters,Symbols,alphanum,1F524
🅰️,A button (blood type),Symbols,alphanum,1F170 FE0F
🅰,A button (blood type),Symbols,alphanum,1F170
🆎,AB button (blood type),Symbols,alphanum,1F18E
🅱️,B button (blood type),Symbols,alphanum,1F171 FE0F
🅱,B button (blood type),Symbols,alphanum,1F171
🆑,CL button,Symbols,alphanum,1F191
🆒,COOL button,Symbols,alphanum,1F192
🆓,FREE button,Symbols,alphanum,1F193
ℹ️,information,Symbols,alphanum,2139 FE0F
ℹ,information,Symbols,alphanum,2139
🆔,ID button,Symbols,alphanum,1F194
Ⓜ️,circled M,Symbols,alphanum,24C2 FE0F
Ⓜ,circled M,Symbols,alphanum,24C2
🆕,NEW button,Symbols,alphanum,1F195
🆖,NG button,Symbols,alphanum,1F196
🅾️,O button (blood type),Symbols,alphanum,1F17E FE0F
🅾,O button (blood type),Symbols,alphanum,1F17E
🆗,OK button,Symbols,alphanum,1F197
🅿️,P button,Symbols,alphanum,1F17F FE0F
🅿,P button,Symbols,alphanum,1F17F
🆘,SOS button,Symbols,alphanum,1F198
🆙,UP! button,Symbols,alphanum,1F199
🆚,VS button,Symbols,alphanum,1F19A
🈁,Japanese “here” button,Symbols,alphanum,1F201
🈂️,Japanese “service charge” button,Symbols,alphanum,1F202 FE0F
🈂,Japanese “service charge” button,Symbols,alphanum,1F202
🈷️,Japanese “monthly amount” button,Symbols,alphanum,1F237 FE0F
🈷,Japanese “monthly amount” button,Symbols,alphanum,1F237
🈶,Japanese “not free of charge” button,Symbols,alphanum,1F236
🈯,Japanese “reserved” button,Symbols,alphanum,1F22F
🉐,Japanese “bargain” button,Symbols,alphanum,1F250
🈹,Japanese “discount” button,Symbols,alphanum,1F239
🈚,Japanese “free of charge” button,Symbols,alphanum,1F21A
🈲,Japanese “prohibited” button,Symbols,alphanum,1F232
🉑,Japanese “acceptable” button,Symbols,alphanum,1F251
🈸,Japanese “application” button,Symbols,alphanum,1F238
🈴,Japanese “passing grade” button,Symbols,alphanum,1F234
🈳,Japanese “vacancy” button,Symbols,alphanum,1F233
㊗️,Japanese “congratulations” button,Symbols,alphanum,3297 FE0F
㊗,Japanese “congratulations” button,Symbols,alphanum,3297
㊙️,Japanese “secret” button,Symbols,alphanum,3299 FE0F
㊙,Japanese “secret” button,Symbols,alphanum,3299
🈺,Japanese “open for business” button,Symbols,alphanum,1F23A
🈵,Japanese “no vacancy” button,Symbols,alphanum,1F235
🔴,red circle,Symbols,geometric,1F534
🟠,orange circle,Symbols,geometric,1F7E0
🟡,yellow circle,Symbols,geometric,1F7E1
🟢,green circle,Symbols,geometric,1F7E2
🔵,blue circle,Symbols,geometric,1F535
🟣,purple circle,Symbols,geometric,1F7E3
🟤,brown circle,Symbols,geometric,1F7E4
⚫,black circle,Symbols,geometric,26AB
⚪,white circle,Symbols,geometric,26AA
🟥,red square,Symbols,geometric,1F7E5
🟧,orange square,Symbols,geometric,1F7E7
🟨,yellow square,Symbols,geometric,1F7E8
🟩,green square,Symbols,geometric,1F7E9
🟦,blue square,Symbols,geometric,1F7E6
🟪,purple square,Symbols,geometric,1F7EA
🟫,brown square,Symbols,geometric,1F7EB
⬛,black large square,Symbols,geometric,2B1B
⬜,white large square,Symbols,geometric,2B1C
◼️,black medium square,Symbols,geometric,25FC FE0F
◼,black medium square,Symbols,geometric,25FC
◻️,white medium square,Symbols,geometric,25FB FE0F
◻,white medium square,Symbols,geometric,25FB
◾,black medium-small square,Symbols,geometric,25FE
◽,white medium-small square,Symbols,geometric,25FD
▪️,black small square,Symbols,geometric,25AA FE0F
▪,black small square,Symbols,geometric,25AA
▫️,white small square,Symbols,geometric,25AB FE0F
▫,white small square,Symbols,geometric,25AB
🔶,large orange diamond,Symbols,geometric,1F536
🔷,large blue diamond,Symbols,geometric,1F537
🔸,small orange diamond,Symbols,geometric,1F538
🔹,small blue diamond,Symbols,geometric,1F539
🔺,red triangle pointed up,Symbols,geometric,1F53A
🔻,red triangle pointed down,Symbols,geometric,1F53B
💠,diamond with a dot,Symbols,geometric,1F4A0
🔘,radio button,Symbols,geometric,1F518
🔳,white square button,Symbols,geometric,1F533
🔲,black square button,Symbols,geometric,1F532
🏁,chequered flag,Flags,flag,1F3C1
🚩,triangular flag,Flags,flag,1F6A9
🎌,crossed flags,Flags,flag,1F38C
🏴,black flag,Flags,flag,1F3F4
🏳️,white flag,Flags,flag,1F3F3 FE0F
🏳,white flag,Flags,flag,1F3F3
🏳️‍🌈,rainbow flag,Flags,flag,1F3F3 FE0F 200D 1F308
🏳‍🌈,rainbow flag,Flags,flag,1F3F3 200D 1F308
🏳️‍⚧️,transgender flag,Flags,flag,1F3F3 FE0F 200D 26A7 FE0F
🏳‍⚧️,transgender flag,Flags,flag,1F3F3 200D 26A7 FE0F
🏳️‍⚧,transgender flag,Flags,flag,1F3F3 FE0F 200D 26A7
🏳‍⚧,transgender flag,Flags,flag,1F3F3 200D 26A7
🏴‍☠️,pirate flag,Flags,flag,1F3F4 200D 2620 FE0F
🏴‍☠,pirate flag,Flags,flag,1F3F4 200D 2620
🇦🇨,flag: Ascension Island,Flags,country-flag,1F1E6 1F1E8
🇦🇩,flag: Andorra,Flags,country-flag,1F1E6 1F1E9
🇦🇪,flag: United Arab Emirates,Flags,country-flag,1F1E6 1F1EA
🇦🇫,flag: Afghanistan,Flags,country-flag,1F1E6 1F1EB
🇦🇬,flag: Antigua & Barbuda,Flags,country-flag,1F1E6 1F1EC
🇦🇮,flag: Anguilla,Flags,country-flag,1F1E6 1F1EE
🇦🇱,flag: Albania,Flags,country-flag,1F1E6 1F1F1
🇦🇲,flag: Armenia,Flags,country-flag,1F1E6 1F1F2
🇦🇴,flag: Angola,Flags,country-flag,1F1E6 1F1F4
🇦🇶,flag: Antarctica,Flags,country-flag,1F1E6 1F1F6
🇦🇷,flag: Argentina,Flags,country-flag,1F1E6 1F1F7
🇦🇸,flag: American Samoa,Flags,country-flag,1F1E6 1F1F8
🇦🇹,flag: Austria,Flags,country-flag,1F1E6 1F1F9
🇦🇺,flag: Australia,Flags,country-flag,1F1E6 1F1FA
🇦🇼,flag: Aruba,Flags,country-flag,1F1E6 1F1FC
🇦🇽,flag: Åland Islands,Flags,country-flag,1F1E6 1F1FD
🇦🇿,flag: Azerbaijan,Flags,country-flag,1F1E6 1F1FF
🇧🇦,flag: Bosnia & Herzegovina,Flags,country-flag,1F1E7 1F1E6
🇧🇧,flag: Barbados,Flags,country-flag,1F1E7 1F1E7
🇧🇩,flag: Bangladesh,Flags,country-flag,1F1E7 1F1E9
🇧🇪,flag: Belgium,Flags,country-flag,1F1E7 1F1EA
🇧🇫,flag: Burkina Faso,Flags,country-flag,1F1E7 1F1EB
🇧🇬,flag: Bulgaria,Flags,country-flag,1F1E7 1F1EC
🇧🇭,flag: Bahrain,Flags,country-flag,1F1E7 1F1ED
🇧🇮,flag: Burundi,Flags,country-flag,1F1E7 1F1EE
🇧🇯,flag: Benin,Flags,country-flag,1F1E7 1F1EF
🇧🇱,flag: St. Barthélemy,Flags,country-flag,1F1E7 1F1F1
🇧🇲,flag: Bermuda,Flags,country-flag,1F1E7 1F1F2
🇧🇳,flag: Brunei,Flags,country-flag,1F1E7 1F1F3
🇧🇴,flag: Bolivia,Flags,country-flag,1F1E7 1F1F4
🇧🇶,flag: Caribbean Netherlands,Flags,country-flag,1F1E7 1F1F6
🇧🇷,flag: Brazil,Flags,country-flag,1F1E7 1F1F7
🇧🇸,flag: Bahamas,Flags,country-flag,1F1E7 1F1F8
🇧🇹,flag: Bhutan,Flags,country-flag,1F1E7 1F1F9
🇧🇻,flag: Bouvet Island,Flags,country-flag,1F1E7 1F1FB
🇧🇼,flag: Botswana,Flags,country-flag,1F1E7 1F1FC
🇧🇾,flag: Belarus,Flags,country-flag,1F1E7 1F1FE
🇧🇿,flag: Belize,Flags,country-flag,1F1E7 1F1FF
🇨🇦,flag: Canada,Flags,country-flag,1F1E8 1F1E6
🇨🇨,flag: Cocos (Keeling) Islands,Flags,country-flag,1F1E8 1F1E8
🇨🇩,flag: Congo - Kinshasa,Flags,country-flag,1F1E8 1F1E9
🇨🇫,flag: Central African Republic,Flags,country-flag,1F1E8 1F1EB
🇨🇬,flag: Congo - Brazzaville,Flags,country-flag,1F1E8 1F1EC
🇨🇭,flag: Switzerland,Flags,country-flag,1F1E8 1F1ED
🇨🇮,flag: Côte d’Ivoire,Flags,country-flag,1F1E8 1F1EE
🇨🇰,flag: Cook Islands,Flags,country-flag,1F1E8 1F1F0
🇨🇱,flag: Chile,Flags,country-flag,1F1E8 1F1F1
🇨🇲,flag: Cameroon,Flags,country-flag,1F1E8 1F1F2
🇨🇳,flag: China,Flags,country-flag,1F1E8 1F1F3
🇨🇴,flag: Colombia,Flags,country-flag,1F1E8 1F1F4
🇨🇵,flag: Clipperton Island,Flags,country-flag,1F1E8 1F1F5
🇨🇷,flag: Costa Rica,Flags,country-flag,1F1E8 1F1F7
🇨🇺,flag: Cuba,Flags,country-flag,1F1E8 1F1FA
🇨🇻,flag: Cape Verde,Flags,country-flag,1F1E8 1F1FB
🇨🇼,flag: Curaçao,Flags,country-flag,1F1E8 1F1FC
🇨🇽,flag: Christmas Island,Flags,country-flag,1F1E8 1F1FD
🇨🇾,flag: Cyprus,Flags,country-flag,1F1E8 1F1FE
🇨🇿,flag: Czechia,Flags,country-flag,1F1E8 1F1FF
🇩🇪,flag: Germany,Flags,country-flag,1F1E9 1F1EA
🇩🇬,flag: Diego Garcia,Flags,country-flag,1F1E9 1F1EC
🇩🇯,flag: Djibouti,Flags,country-flag,1F1E9 1F1EF
🇩🇰,flag: Denmark,Flags,country-flag,1F1E9 1F1F0
🇩🇲,flag: Dominica,Flags,country-flag,1F1E9 1F1F2
🇩🇴,flag: Dominican Republic,Flags,country-flag,1F1E9 1F1F4
🇩🇿,flag: Algeria,Flags,country-flag,1F1E9 1F1FF
🇪🇦,flag: Ceuta & Melilla,Flags,country-flag,1F1EA 1F1E6
🇪🇨,flag: Ecuador,Flags,country-flag,1F1EA 1F1E8
🇪🇪,flag: Estonia,Flags,country-flag,1F1EA 1F1EA
🇪🇬,flag: Egypt,Flags,country-flag,1F1EA 1F1EC
🇪🇭,flag: Western Sahara,Flags,country-flag,1F1EA 1F1ED
🇪🇷,flag: Eritrea,Flags,country-flag,1F1EA 1F1F7
🇪🇸,flag: Spain,Flags,country-flag,1F1EA 1F1F8
🇪🇹,flag: Ethiopia,Flags,country-flag,1F1EA 1F1F9
🇪🇺,flag: European Union,Flags,country-flag,1F1EA 1F1FA
🇫🇮,flag: Finland,Flags,country-flag,1F1EB 1F1EE
🇫🇯,flag: Fiji,Flags,country-flag,1F1EB 1F1EF
🇫🇰,flag: Falkland Islands,Flags,country-flag,1F1EB 1F1F0
🇫🇲,flag: Micronesia,Flags,country-flag,1F1EB 1F1F2
🇫🇴,flag: Faroe Islands,Flags,country-flag,1F1EB 1F1F4
🇫🇷,flag: France,Flags,country-flag,1F1EB 1F1F7
🇬🇦,flag: Gabon,Flags,country-flag,1F1EC 1F1E6
🇬🇧,flag: United Kingdom,Flags,country-flag,1F1EC 1F1E7
🇬🇩,flag: Grenada,Flags,country-flag,1F1EC 1F1E9
🇬🇪,flag: Georgia,Flags,country-flag,1F1EC 1F1EA
🇬🇫,flag: French Guiana,Flags,country-flag,1F1EC 1F1EB
🇬🇬,flag: Guernsey,Flags,country-flag,1F1EC 1F1EC
🇬🇭,flag: Ghana,Flags,country-flag,1F1EC 1F1ED
🇬🇮,flag: Gibraltar,Flags,country-flag,1F1EC 1F1EE
🇬🇱,flag: Greenland,Flags,country-flag,1F1EC 1F1F1
🇬🇲,flag: Gambia,Flags,country-flag,1F1EC 1F1F2
🇬🇳,flag: Guinea,Flags,country-flag,1F1EC 1F1F3
🇬🇵,flag: Guadeloupe,Flags,country-flag,1F1EC 1F1F5
🇬🇶,flag: Equatorial Guinea,Flags,country-flag,1F1EC 1F1F6
🇬🇷,flag: Greece,Flags,country-flag,1F1EC 1F1F7
🇬🇸,flag: South Georgia & South Sandwich Islands,Flags,country-flag,1F1EC 1F1F8
🇬🇹,flag: Guatemala,Flags,country-flag,1F1EC 1F1F9
🇬🇺,flag: Guam,Flags,country-flag,1F1EC 1F1FA
🇬🇼,flag: Guinea-Bissau,Flags,country-flag,1F1EC 1F1FC
🇬🇾,flag: Guyana,Flags,country-flag,1F1EC 1F1FE
🇭🇰,flag: Hong Kong SAR China,Flags,country-flag,1F1ED 1F1F0
🇭🇲,flag: Heard & McDonald Islands,Flags,country-flag,1F1ED 1F1F2
🇭🇳,flag: Honduras,Flags,country-flag,1F1ED 1F1F3
🇭🇷,flag: Croatia,Flags,country-flag,1F1ED 1F1F7
🇭🇹,flag: Haiti,Flags,country-flag,1F1ED 1F1F9
🇭🇺,flag: Hungary,Flags,country-flag,1F1ED 1F1FA
🇮🇨,flag: Canary Islands,Flags,country-flag,1F1EE 1F1E8
🇮🇩,flag: Indonesia,Flags,country-flag,1F1EE 1F1E9
🇮🇪,flag: Ireland,Flags,country-flag,1F1EE 1F1EA
🇮🇱,flag: Israel,Flags,country-flag,1F1EE 1F1F1
🇮🇲,flag: Isle of Man,Flags,country-flag,1F1EE 1F1F2
🇮🇳,flag: India,Flags,country-flag,1F1EE 1F1F3
🇮🇴,flag: British Indian Ocean Territory,Flags,country-flag,1F1EE 1F1F4
🇮🇶,flag: Iraq,Flags,country-flag,1F1EE 1F1F6
🇮🇷,flag: Iran,Flags,country-flag,1F1EE 1F1F7
🇮🇸,flag: Iceland,Flags,country-flag,1F1EE 1F1F8
🇮🇹,flag: Italy,Flags,country-flag,1F1EE 1F1F9
🇯🇪,flag: Jersey,Flags,country-flag,1F1EF 1F1EA
🇯🇲,flag: Jamaica,Flags,country-flag,1F1EF 1F1F2
🇯🇴,flag: Jordan,Flags,country-flag,1F1EF 1F1F4
🇯🇵,flag: Japan,Flags,country-flag,1F1EF 1F1F5
🇰🇪,flag: Kenya,Flags,country-flag,1F1F0 1F1EA
🇰🇬,flag: Kyrgyzstan,Flags,country-flag,1F1F0 1F1EC
🇰🇭,flag: Cambodia,Flags,country-flag,1F1F0 1F1ED
🇰🇮,flag: Kiribati,Flags,country-flag,1F1F0 1F1EE
🇰🇲,flag: Comoros,Flags,country-flag,1F1F0 1F1F2
🇰🇳,flag: St. Kitts & Nevis,Flags,country-flag,1F1F0 1F1F3
🇰🇵,flag: North Korea,Flags,country-flag,1F1F0 1F1F5
🇰🇷,flag: South Korea,Flags,country-flag,1F1F0 1F1F7
🇰🇼,flag: Kuwait,Flags,country-flag,1F1F0 1F1FC
🇰🇾,flag: Cayman Islands,Flags,country-flag,1F1F0 1F1FE
🇰🇿,flag: Kazakhstan,Flags,country-flag,1F1F0 1F1FF
🇱🇦,flag: Laos,Flags,country-flag,1F1F1 1F1E6
🇱🇧,flag: Lebanon,Flags,country-flag,1F1F1 1F1E7
🇱🇨,flag: St. Lucia,Flags,country-flag,1F1F1 1F1E8
🇱🇮,flag: Liechtenstein,Flags,country-flag,1F1F1 1F1EE
🇱🇰,flag: Sri Lanka,Flags,country-flag,1F1F1 1F1F0
🇱🇷,flag: Liberia,Flags,country-flag,1F1F1 1F1F7
🇱🇸,flag: Lesotho,Flags,country-flag,1F1F1 1F1F8
🇱🇹,flag: Lithuania,Flags,country-flag,1F1F1 1F1F9
🇱🇺,flag: Luxembourg,Flags,country-flag,1F1F1 1F1FA
🇱🇻,flag: Latvia,Flags,country-flag,1F1F1 1F1FB
🇱🇾,flag: Libya,Flags,country-flag,1F1F1 1F1FE
🇲🇦,flag: Morocco,Flags,country-flag,1F1F2 1F1E6
🇲🇨,flag: Monaco,Flags,country-flag,1F1F2 1F1E8
🇲🇩,flag: Moldova,Flags,country-flag,1F1F2 1F1E9
🇲🇪,flag: Montenegro,Flags,country-flag,1F1F2 1F1EA
🇲🇫,flag: St. Martin,Flags,country-flag,1F1F2 1F1EB
🇲🇬,flag: Madagascar,Flags,country-flag,1F1F2 1F1EC
🇲🇭,flag: Marshall Islands,Flags,country-flag,1F1F2 1F1ED
🇲🇰,flag: North Macedonia,Flags,country-flag,1F1F2 1F1F0
🇲🇱,flag: Mali,Flags,country-flag,1F1F2 1F1F1
🇲🇲,flag: Myanmar (Burma),Flags,country-flag,1F1F2 1F1F2
🇲🇳,flag: Mongolia,Flags,country-flag,1F1F2 1F1F3
🇲🇴,flag: Macao SAR China,Flags,country-flag,1F1F2 1F1F4
🇲🇵,flag: Northern Mariana Islands,Flags,country-flag,1F1F2 1F1F5
🇲🇶,flag: Martinique,Flags,country-flag,1F1F2 1F1F6
🇲🇷,flag: Mauritania,Flags,country-flag,1F1F2 1F1F7
🇲🇸,flag: Montserrat,Flags,country-flag,1F1F2 1F1F8
🇲🇹,flag: Malta,Flags,country-flag,1F1F2 1F1F9
🇲🇺,flag: Mauritius,Flags,country-flag,1F1F2 1F1FA
🇲🇻,flag: Maldives,Flags,country-flag,1F1F2 1F1FB
🇲🇼,flag: Malawi,Flags,country-flag,1F1F2 1F1FC
🇲🇽,flag: Mexico,Flags,country-flag,1F1F2 1F1FD
🇲🇾,flag: Malaysia,Flags,country-flag,1F1F2 1F1FE
🇲🇿,flag: Mozambique,Flags,country-flag,1F1F2 1F1FF
